INDEX,DATE,TIME,LATITUDE,N/S,LONGITUDE,E/W,SPEED,HEADING,photoMate887
1,2011/12/26,07:46:27.200,35.755837,N,139.961015,E,1.607 km/h,268.391754,
2,2011/12/26,07:46:28.400,35.755837,N,139.961014,E,1.691 km/h,268.391754,
3,2011/12/26,07:46:28.600,35.755843,N,139.961009,E,1.740 km/h,268.391754,
4,2011/12/26,07:46:28.800,35.755842,N,139.961008,E,1.759 km/h,268.391754,
5,2011/12/26,07:46:29.000,35.755841,N,139.961007,E,1.792 km/h,250.814484,
6,2011/12/26,07:46:29.200,35.755840,N,139.961006,E,1.830 km/h,250.640564,
7,2011/12/26,07:46:29.400,35.755840,N,139.961005,E,1.199 km/h,250.528046,
8,2011/12/26,07:46:30.800,35.755841,N,139.961002,E,1.093 km/h,271.666504,
9,2011/12/26,07:46:31.000,35.755846,N,139.961002,E,1.156 km/h,277.097961,
10,2011/12/26,07:46:31.200,35.755848,N,139.961002,E,1.151 km/h,282.121857,
11,2011/12/26,07:46:31.400,35.755851,N,139.961002,E,1.183 km/h,286.934875,
12,2011/12/26,07:46:31.600,35.755854,N,139.961002,E,1.217 km/h,291.505463,
13,2011/12/26,07:46:31.800,35.755853,N,139.961003,E,1.177 km/h,295.420715,
14,2011/12/26,07:46:32.000,35.755855,N,139.961002,E,1.183 km/h,298.932861,
15,2011/12/26,07:46:32.200,35.755855,N,139.961003,E,1.169 km/h,302.066437,
16,2011/12/26,07:46:32.400,35.755856,N,139.961004,E,1.160 km/h,304.963013,
17,2011/12/26,07:46:32.600,35.755858,N,139.961005,E,1.184 km/h,307.699921,
18,2011/12/26,07:46:32.800,35.755858,N,139.961006,E,1.167 km/h,310.190491,
19,2011/12/26,07:46:33.000,35.755861,N,139.961007,E,1.200 km/h,312.623413,
20,2011/12/26,07:46:33.200,35.755864,N,139.961008,E,1.232 km/h,314.984833,
21,2011/12/26,07:46:33.400,35.755869,N,139.961008,E,1.297 km/h,317.303009,
22,2011/12/26,07:46:33.600,35.755873,N,139.961009,E,1.363 km/h,319.522369,
23,2011/12/26,07:46:33.800,35.755879,N,139.961010,E,1.439 km/h,321.751373,
24,2011/12/26,07:46:34.000,35.755884,N,139.961011,E,1.514 km/h,323.934265,
25,2011/12/26,07:46:34.200,35.755889,N,139.961012,E,1.570 km/h,326.000397,
26,2011/12/26,07:46:34.400,35.755893,N,139.961014,E,1.613 km/h,327.953979,
27,2011/12/26,07:46:34.600,35.755896,N,139.961015,E,1.638 km/h,329.785950,
28,2011/12/26,07:46:34.800,35.755898,N,139.961017,E,1.646 km/h,331.486450,
29,2011/12/26,07:46:35.000,35.755900,N,139.961019,E,1.653 km/h,333.052612,
30,2011/12/26,07:46:35.200,35.755901,N,139.961020,E,1.640 km/h,334.477905,
31,2011/12/26,07:46:35.400,35.755902,N,139.961022,E,1.622 km/h,335.780243,
32,2011/12/26,07:46:35.600,35.755904,N,139.961024,E,1.612 km/h,336.994537,
33,2011/12/26,07:46:35.800,35.755904,N,139.961025,E,1.593 km/h,338.120026,
34,2011/12/26,07:46:36.000,35.755906,N,139.961026,E,1.588 km/h,339.188995,
35,2011/12/26,07:46:36.200,35.755907,N,139.961027,E,1.592 km/h,340.192169,
36,2011/12/26,07:46:36.400,35.755909,N,139.961028,E,1.595 km/h,341.135071,
37,2011/12/26,07:46:36.600,35.755910,N,139.961030,E,1.592 km/h,342.022034,
38,2011/12/26,07:46:36.800,35.755912,N,139.961030,E,1.596 km/h,342.859314,
39,2011/12/26,07:46:37.000,35.755914,N,139.961031,E,1.610 km/h,343.666412,
40,2011/12/26,07:46:37.200,35.755917,N,139.961032,E,1.643 km/h,344.446869,
41,2011/12/26,07:46:37.400,35.755920,N,139.961033,E,1.648 km/h,345.196442,
42,2011/12/26,07:46:37.600,35.755922,N,139.961034,E,1.655 km/h,345.932922,
43,2011/12/26,07:46:37.800,35.755924,N,139.961035,E,1.658 km/h,346.642517,
44,2011/12/26,07:46:38.000,35.755926,N,139.961037,E,1.677 km/h,347.326721,
45,2011/12/26,07:46:38.200,35.755928,N,139.961039,E,1.676 km/h,348.009247,
46,2011/12/26,07:46:38.400,35.755930,N,139.961042,E,1.688 km/h,348.719666,
47,2011/12/26,07:46:38.600,35.755930,N,139.961044,E,1.670 km/h,349.444214,
48,2011/12/26,07:46:38.800,35.755931,N,139.961045,E,1.657 km/h,350.146057,
49,2011/12/26,07:46:39.000,35.755934,N,139.961047,E,1.680 km/h,350.840240,
50,2011/12/26,07:46:39.200,35.755937,N,139.961048,E,1.694 km/h,351.529449,
51,2011/12/26,07:46:39.400,35.755938,N,139.961049,E,1.684 km/h,352.210327,
52,2011/12/26,07:46:39.600,35.755940,N,139.961050,E,1.698 km/h,352.871643,
53,2011/12/26,07:46:39.800,35.755942,N,139.961050,E,1.695 km/h,353.518402,
54,2011/12/26,07:46:40.000,35.755944,N,139.961051,E,1.691 km/h,354.148102,
55,2011/12/26,07:46:40.200,35.755946,N,139.961052,E,1.699 km/h,354.762390,
56,2011/12/26,07:46:40.400,35.755947,N,139.961053,E,1.697 km/h,355.364990,
57,2011/12/26,07:46:40.600,35.755949,N,139.961053,E,1.715 km/h,355.932556,
58,2011/12/26,07:46:40.800,35.755951,N,139.961054,E,1.720 km/h,356.464264,
59,2011/12/26,07:46:41.000,35.755952,N,139.961054,E,1.722 km/h,356.943909,
60,2011/12/26,07:46:41.200,35.755954,N,139.961053,E,1.720 km/h,357.370544,
61,2011/12/26,07:46:41.400,35.755955,N,139.961053,E,1.732 km/h,357.763031,
62,2011/12/26,07:46:41.600,35.755956,N,139.961054,E,1.729 km/h,358.150940,
63,2011/12/26,07:46:41.800,35.755957,N,139.961054,E,1.720 km/h,358.530731,
64,2011/12/26,07:46:42.000,35.755958,N,139.961054,E,1.714 km/h,358.904602,
65,2011/12/26,07:46:42.200,35.755958,N,139.961055,E,1.693 km/h,359.284851,
66,2011/12/26,07:46:42.400,35.755959,N,139.961055,E,1.680 km/h,359.660309,
67,2011/12/26,07:46:42.600,35.755960,N,139.961056,E,1.668 km/h,0.027423,
68,2011/12/26,07:46:42.800,35.755962,N,139.961056,E,1.684 km/h,0.358925,
69,2011/12/26,07:46:43.000,35.755965,N,139.961055,E,1.704 km/h,0.657593,
70,2011/12/26,07:46:43.200,35.755968,N,139.961055,E,1.731 km/h,0.941814,
71,2011/12/26,07:46:43.400,35.755970,N,139.961055,E,1.746 km/h,1.201907,
72,2011/12/26,07:46:43.600,35.755973,N,139.961055,E,1.767 km/h,1.451227,
73,2011/12/26,07:46:43.800,35.755975,N,139.961055,E,1.768 km/h,1.659579,
74,2011/12/26,07:46:44.000,35.755976,N,139.961055,E,1.746 km/h,1.845716,
75,2011/12/26,07:46:44.200,35.755979,N,139.961055,E,1.769 km/h,2.029198,
76,2011/12/26,07:46:44.400,35.755981,N,139.961055,E,1.778 km/h,2.214166,
77,2011/12/26,07:46:44.600,35.755983,N,139.961055,E,1.788 km/h,2.396298,
78,2011/12/26,07:46:44.800,35.755989,N,139.961055,E,1.839 km/h,2.581425,
79,2011/12/26,07:46:45.000,35.755992,N,139.961055,E,1.773 km/h,2.840507,
80,2011/12/26,07:46:45.200,35.755992,N,139.961056,E,1.645 km/h,3.153686,
81,2011/12/26,07:46:45.400,35.755992,N,139.961057,E,1.568 km/h,3.458949,
82,2011/12/26,07:46:45.600,35.755990,N,139.961058,E,1.411 km/h,3.746166,
83,2011/12/26,07:46:45.800,35.755988,N,139.961059,E,1.283 km/h,4.006531,
84,2011/12/26,07:46:46.000,35.755985,N,139.961060,E,1.172 km/h,4.254418,
85,2011/12/26,07:46:46.200,35.755985,N,139.961062,E,1.129 km/h,4.525144,
86,2011/12/26,07:46:46.400,35.755984,N,139.961065,E,1.087 km/h,4.892014,
87,2011/12/26,07:46:46.600,35.755984,N,139.961066,E,1.026 km/h,5.251846,
88,2011/12/26,07:46:46.800,35.755985,N,139.961066,E,1.023 km/h,5.637162,
89,2011/12/26,07:46:47.000,35.755986,N,139.961067,E,1.017 km/h,6.026121,
90,2011/12/26,07:46:47.200,35.755987,N,139.961068,E,1.033 km/h,6.428272,
91,2011/12/26,07:46:47.400,35.755988,N,139.961070,E,1.042 km/h,6.880447,
92,2011/12/26,07:47:40.000,35.755995,N,139.961046,E,1.007 km/h,338.783661,
93,2011/12/26,07:47:40.200,35.755995,N,139.961046,E,1.036 km/h,338.867340,
94,2011/12/26,07:47:40.400,35.755996,N,139.961046,E,1.074 km/h,338.958557,
95,2011/12/26,07:47:40.600,35.755996,N,139.961045,E,1.073 km/h,339.061646,
96,2011/12/26,07:47:40.800,35.755997,N,139.961045,E,1.072 km/h,339.127502,
97,2011/12/26,07:47:41.000,35.755997,N,139.961045,E,1.061 km/h,339.170898,
98,2011/12/26,07:47:41.200,35.755998,N,139.961045,E,1.047 km/h,339.204926,
99,2011/12/26,07:47:41.400,35.755998,N,139.961044,E,1.044 km/h,339.253693,
100,2011/12/26,07:47:41.600,35.755999,N,139.961044,E,1.042 km/h,339.316223,
101,2011/12/26,07:47:41.800,35.755999,N,139.961044,E,1.029 km/h,339.324707,
102,2011/12/26,07:47:42.000,35.756000,N,139.961044,E,1.042 km/h,339.291199,
103,2011/12/26,07:47:42.200,35.756000,N,139.961044,E,1.054 km/h,339.291107,
104,2011/12/26,07:47:42.400,35.756001,N,139.961043,E,1.080 km/h,339.295990,
105,2011/12/26,07:47:42.600,35.756002,N,139.961042,E,1.099 km/h,339.298370,
106,2011/12/26,07:47:42.800,35.756003,N,139.961042,E,1.090 km/h,339.285034,
107,2011/12/26,07:47:43.000,35.756003,N,139.961041,E,1.075 km/h,339.263214,
108,2011/12/26,07:47:43.200,35.756002,N,139.961041,E,1.049 km/h,339.195862,
109,2011/12/26,07:47:43.400,35.756001,N,139.961040,E,1.022 km/h,339.121582,
110,2011/12/26,07:47:59.400,35.755961,N,139.961024,E,1.017 km/h,188.317017,
111,2011/12/26,07:47:59.600,35.755961,N,139.961024,E,1.022 km/h,187.344467,
112,2011/12/26,07:47:59.800,35.755960,N,139.961024,E,1.029 km/h,186.495071,
113,2011/12/26,07:48:00.000,35.755960,N,139.961024,E,1.042 km/h,185.694183,
114,2011/12/26,07:48:00.200,35.755959,N,139.961024,E,1.050 km/h,184.958420,
115,2011/12/26,07:48:00.400,35.755959,N,139.961024,E,1.062 km/h,184.279297,
116,2011/12/26,07:48:00.600,35.755958,N,139.961024,E,1.079 km/h,183.653244,
117,2011/12/26,07:48:00.800,35.755958,N,139.961024,E,1.071 km/h,183.089264,
118,2011/12/26,07:48:01.000,35.755957,N,139.961025,E,1.065 km/h,182.575363,
119,2011/12/26,07:48:01.200,35.755956,N,139.961025,E,1.075 km/h,182.065216,
120,2011/12/26,07:48:01.400,35.755956,N,139.961025,E,1.076 km/h,181.568314,
121,2011/12/26,07:48:01.600,35.755955,N,139.961025,E,1.078 km/h,181.088837,
122,2011/12/26,07:48:01.800,35.755955,N,139.961025,E,1.095 km/h,180.625549,
123,2011/12/26,07:48:02.000,35.755953,N,139.961025,E,1.105 km/h,180.175659,
124,2011/12/26,07:48:02.200,35.755951,N,139.961026,E,1.111 km/h,179.744644,
125,2011/12/26,07:48:02.400,35.755950,N,139.961026,E,1.123 km/h,179.372498,
126,2011/12/26,07:48:02.600,35.755948,N,139.961026,E,1.145 km/h,179.028137,
127,2011/12/26,07:48:02.800,35.755945,N,139.961026,E,1.174 km/h,178.705353,
128,2011/12/26,07:48:03.000,35.755943,N,139.961026,E,1.184 km/h,178.387344,
129,2011/12/26,07:48:03.200,35.755941,N,139.961027,E,1.196 km/h,178.060211,
130,2011/12/26,07:48:03.400,35.755940,N,139.961027,E,1.198 km/h,177.763412,
131,2011/12/26,07:48:03.600,35.755939,N,139.961027,E,1.192 km/h,177.482162,
132,2011/12/26,07:48:03.800,35.755938,N,139.961027,E,1.183 km/h,177.231812,
133,2011/12/26,07:48:04.000,35.755937,N,139.961026,E,1.167 km/h,177.000687,
134,2011/12/26,07:48:04.200,35.755936,N,139.961026,E,1.164 km/h,176.782867,
135,2011/12/26,07:48:04.400,35.755935,N,139.961025,E,1.157 km/h,176.588928,
136,2011/12/26,07:48:04.600,35.755933,N,139.961025,E,1.159 km/h,176.472641,
137,2011/12/26,07:48:04.800,35.755932,N,139.961024,E,1.158 km/h,176.388763,
138,2011/12/26,07:48:05.000,35.755930,N,139.961023,E,1.153 km/h,176.346115,
139,2011/12/26,07:48:05.200,35.755929,N,139.961022,E,1.148 km/h,176.348312,
140,2011/12/26,07:48:05.400,35.755929,N,139.961021,E,1.123 km/h,176.369980,
141,2011/12/26,07:48:05.600,35.755928,N,139.961021,E,1.105 km/h,176.412949,
142,2011/12/26,07:48:05.800,35.755928,N,139.961020,E,1.087 km/h,176.477966,
143,2011/12/26,07:48:06.000,35.755926,N,139.961019,E,1.099 km/h,176.548569,
144,2011/12/26,07:48:06.200,35.755927,N,139.961019,E,1.072 km/h,176.630875,
145,2011/12/26,07:48:06.400,35.755927,N,139.961018,E,1.042 km/h,176.706375,
146,2011/12/26,07:48:06.600,35.755925,N,139.961018,E,1.047 km/h,176.784332,
147,2011/12/26,07:48:06.800,35.755924,N,139.961018,E,1.051 km/h,176.846085,
148,2011/12/26,07:48:07.000,35.755922,N,139.961017,E,1.064 km/h,176.921082,
149,2011/12/26,07:48:07.200,35.755920,N,139.961017,E,1.070 km/h,177.007278,
150,2011/12/26,07:48:07.400,35.755919,N,139.961017,E,1.072 km/h,177.094803,
151,2011/12/26,07:48:07.600,35.755918,N,139.961017,E,1.071 km/h,177.177902,
152,2011/12/26,07:48:07.800,35.755916,N,139.961017,E,1.076 km/h,177.258926,
153,2011/12/26,07:48:08.000,35.755915,N,139.961018,E,1.081 km/h,177.308350,
154,2011/12/26,07:48:08.200,35.755915,N,139.961018,E,1.078 km/h,177.322861,
155,2011/12/26,07:48:08.400,35.755913,N,139.961018,E,1.078 km/h,177.292297,
156,2011/12/26,07:48:08.600,35.755913,N,139.961019,E,1.067 km/h,177.222214,
157,2011/12/26,07:48:08.800,35.755912,N,139.961019,E,1.066 km/h,177.079453,
158,2011/12/26,07:48:09.000,35.755912,N,139.961018,E,1.050 km/h,177.019272,
159,2011/12/26,07:48:09.200,35.755911,N,139.961017,E,1.032 km/h,177.000824,
160,2011/12/26,07:48:09.400,35.755911,N,139.961016,E,1.015 km/h,177.000092,
161,2011/12/26,07:48:09.600,35.755910,N,139.961016,E,1.009 km/h,177.001984,
162,2011/12/26,07:48:09.800,35.755909,N,139.961015,E,1.012 km/h,177.004639,
163,2011/12/26,07:48:10.000,35.755907,N,139.961015,E,1.015 km/h,177.013611,
164,2011/12/26,07:48:10.200,35.755906,N,139.961015,E,1.019 km/h,177.007813,
165,2011/12/26,07:48:10.400,35.755905,N,139.961014,E,1.025 km/h,177.013412,
166,2011/12/26,07:48:10.600,35.755903,N,139.961014,E,1.033 km/h,177.039642,
167,2011/12/26,07:48:10.800,35.755901,N,139.961013,E,1.043 km/h,177.128799,
168,2011/12/26,07:48:11.000,35.755900,N,139.961013,E,1.037 km/h,177.181122,
169,2011/12/26,07:48:11.200,35.755900,N,139.961014,E,1.029 km/h,177.219116,
170,2011/12/26,07:48:11.400,35.755899,N,139.961013,E,1.011 km/h,177.274261,
171,2011/12/26,07:48:11.600,35.755899,N,139.961013,E,1.001 km/h,177.350967,
172,2011/12/26,07:48:11.800,35.755899,N,139.961013,E,1.001 km/h,177.463013,
173,2011/12/26,07:48:12.200,35.755898,N,139.961013,E,1.010 km/h,177.763779,
174,2011/12/26,07:48:12.400,35.755897,N,139.961013,E,1.021 km/h,177.915436,
175,2011/12/26,07:48:12.600,35.755897,N,139.961013,E,1.032 km/h,178.055405,
176,2011/12/26,07:48:12.800,35.755896,N,139.961013,E,1.035 km/h,178.155701,
177,2011/12/26,07:48:13.000,35.755896,N,139.961013,E,1.038 km/h,178.209900,
178,2011/12/26,07:48:13.200,35.755895,N,139.961013,E,1.034 km/h,178.226456,
179,2011/12/26,07:48:13.400,35.755895,N,139.961013,E,1.037 km/h,178.195847,
180,2011/12/26,07:48:13.600,35.755894,N,139.961013,E,1.038 km/h,178.209320,
181,2011/12/26,07:48:13.800,35.755894,N,139.961013,E,1.041 km/h,178.220627,
182,2011/12/26,07:48:14.000,35.755893,N,139.961013,E,1.046 km/h,178.205948,
183,2011/12/26,07:48:14.200,35.755892,N,139.961013,E,1.046 km/h,178.165787,
184,2011/12/26,07:48:14.400,35.755892,N,139.961013,E,1.039 km/h,178.133331,
185,2011/12/26,07:48:14.600,35.755891,N,139.961013,E,1.029 km/h,178.106262,
186,2011/12/26,07:48:14.800,35.755891,N,139.961013,E,1.030 km/h,178.095352,
187,2011/12/26,07:48:15.600,35.755889,N,139.961013,E,1.027 km/h,178.029266,
188,2011/12/26,07:48:15.800,35.755888,N,139.961013,E,1.017 km/h,178.031647,
189,2011/12/26,07:52:15.400,35.755852,N,139.960983,E,1.006 km/h,6.656924,
190,2011/12/27,00:00:46.400,35.755853,N,139.960984,E,0.000 km/h,0.000000,
191,2011/12/27,00:00:49.600,35.755853,N,139.960984,E,0.000 km/h,0.000000,
192,2011/12/27,00:01:00.400,35.755853,N,139.960984,E,0.000 km/h,0.000000,
193,2011/12/27,00:01:03.000,35.755853,N,139.960984,E,0.000 km/h,0.000000,
194,2011/12/27,00:01:12.665,35.755853,N,139.960984,E,0.000 km/h,0.000000,
195,2011/12/27,01:53:23.735,35.755764,N,139.961015,E,0.001 km/h,0.000000,
196,2011/12/27,01:53:30.235,35.755764,N,139.961015,E,0.001 km/h,0.000000,
197,2011/12/27,01:53:31.635,35.755764,N,139.961015,E,0.001 km/h,0.000000,
198,2011/12/27,01:53:33.235,35.755764,N,139.961015,E,0.001 km/h,0.000000,
199,2011/12/27,01:53:42.000,35.755764,N,139.961015,E,0.001 km/h,0.000000,
200,2011/12/27,01:53:50.000,35.755764,N,139.961015,E,0.000 km/h,0.000000,
201,2011/12/27,02:59:15.800,35.755818,N,139.961038,E,1.059 km/h,0.000000,
202,2011/12/27,02:59:16.000,35.755820,N,139.961039,E,1.379 km/h,0.000000,
203,2011/12/27,02:59:16.200,35.755821,N,139.961040,E,1.415 km/h,0.000000,
204,2011/12/27,02:59:16.400,35.755822,N,139.961041,E,1.503 km/h,0.000000,
205,2011/12/27,02:59:16.600,35.755823,N,139.961042,E,1.499 km/h,0.000000,
206,2011/12/27,02:59:16.800,35.755825,N,139.961042,E,1.676 km/h,24.965965,
207,2011/12/27,02:59:17.000,35.755830,N,139.961044,E,2.380 km/h,24.855980,
208,2011/12/27,02:59:17.200,35.755831,N,139.961045,E,1.968 km/h,27.084133,
209,2011/12/27,02:59:17.400,35.755832,N,139.961046,E,1.882 km/h,30.143257,
210,2011/12/27,02:59:17.600,35.755832,N,139.961046,E,1.333 km/h,34.172852,
211,2011/12/27,02:59:17.800,35.755833,N,139.961047,E,1.231 km/h,36.472019,
212,2011/12/27,02:59:23.000,35.755829,N,139.961058,E,1.412 km/h,58.167469,
213,2011/12/27,02:59:23.200,35.755830,N,139.961059,E,2.065 km/h,53.861832,
214,2011/12/27,02:59:23.400,35.755830,N,139.961059,E,1.432 km/h,48.960991,
215,2011/12/27,02:59:23.600,35.755831,N,139.961060,E,2.138 km/h,41.896893,
216,2011/12/27,02:59:23.800,35.755832,N,139.961060,E,1.974 km/h,37.944836,
217,2011/12/27,02:59:24.000,35.755833,N,139.961060,E,1.738 km/h,35.196621,
218,2011/12/27,02:59:24.200,35.755834,N,139.961060,E,1.445 km/h,32.847462,
219,2011/12/27,02:59:24.400,35.755835,N,139.961060,E,1.400 km/h,30.873978,
220,2011/12/27,02:59:24.600,35.755835,N,139.961060,E,1.303 km/h,29.093363,
221,2011/12/27,02:59:24.800,35.755836,N,139.961061,E,1.116 km/h,28.198586,
222,2011/12/27,02:59:27.200,35.755845,N,139.961063,E,1.176 km/h,15.302755,
223,2011/12/27,02:59:27.400,35.755845,N,139.961063,E,1.131 km/h,15.229311,
224,2011/12/27,02:59:27.600,35.755846,N,139.961063,E,1.144 km/h,15.476983,
225,2011/12/27,02:59:27.800,35.755846,N,139.961064,E,1.096 km/h,15.705041,
226,2011/12/27,02:59:28.000,35.755847,N,139.961064,E,1.040 km/h,16.015564,
227,2011/12/27,02:59:28.200,35.755850,N,139.961066,E,1.397 km/h,16.241407,
228,2011/12/27,02:59:28.400,35.755851,N,139.961067,E,1.508 km/h,16.448790,
229,2011/12/27,02:59:28.600,35.755853,N,139.961068,E,1.586 km/h,16.685656,
230,2011/12/27,02:59:28.800,35.755852,N,139.961068,E,1.304 km/h,17.243666,
231,2011/12/27,02:59:29.000,35.755852,N,139.961068,E,1.224 km/h,17.924135,
232,2011/12/27,02:59:29.200,35.755853,N,139.961068,E,1.179 km/h,18.722395,
233,2011/12/27,02:59:29.400,35.755853,N,139.961068,E,1.187 km/h,19.557634,
234,2011/12/27,02:59:29.600,35.755854,N,139.961068,E,1.156 km/h,20.426071,
235,2011/12/27,02:59:29.800,35.755854,N,139.961068,E,1.135 km/h,21.267889,
236,2011/12/27,02:59:30.000,35.755855,N,139.961067,E,1.034 km/h,21.985249,
237,2011/12/27,02:59:30.200,35.755858,N,139.961066,E,1.115 km/h,22.022945,
238,2011/12/27,02:59:30.400,35.755859,N,139.961065,E,1.014 km/h,21.971889,
239,2011/12/27,02:59:34.000,35.755858,N,139.961060,E,1.170 km/h,57.432465,
240,2011/12/27,02:59:34.200,35.755858,N,139.961060,E,1.270 km/h,120.944046,
241,2011/12/27,02:59:34.400,35.755857,N,139.961061,E,1.335 km/h,119.451935,
242,2011/12/27,02:59:34.600,35.755857,N,139.961062,E,1.392 km/h,117.840172,
243,2011/12/27,02:59:34.800,35.755856,N,139.961063,E,1.364 km/h,114.469162,
244,2011/12/27,02:59:35.000,35.755856,N,139.961063,E,1.322 km/h,119.799126,
245,2011/12/27,02:59:35.200,35.755856,N,139.961065,E,1.275 km/h,119.241127,
246,2011/12/27,02:59:35.400,35.755855,N,139.961065,E,1.196 km/h,120.974174,
247,2011/12/27,02:59:35.600,35.755854,N,139.961065,E,1.148 km/h,123.696823,
248,2011/12/27,02:59:35.800,35.755853,N,139.961066,E,1.293 km/h,130.582764,
249,2011/12/27,02:59:36.000,35.755852,N,139.961066,E,1.279 km/h,134.028931,
250,2011/12/27,02:59:36.200,35.755852,N,139.961067,E,1.332 km/h,134.097504,
251,2011/12/27,02:59:36.400,35.755854,N,139.961069,E,1.231 km/h,133.943329,
252,2011/12/27,02:59:36.600,35.755855,N,139.961069,E,1.083 km/h,133.686111,
253,2011/12/27,03:00:39.800,35.755845,N,139.961065,E,1.262 km/h,125.431778,
254,2011/12/27,03:01:40.200,35.755844,N,139.961069,E,1.037 km/h,125.431778,
255,2011/12/27,03:01:40.400,35.755843,N,139.961069,E,1.086 km/h,125.431778,
256,2011/12/27,03:01:40.600,35.755841,N,139.961070,E,1.203 km/h,125.431778,
257,2011/12/27,03:01:41.800,35.755828,N,139.961078,E,1.290 km/h,252.122925,
258,2011/12/27,03:01:42.000,35.755825,N,139.961081,E,2.000 km/h,257.707581,
259,2011/12/27,03:01:42.200,35.755822,N,139.961081,E,3.378 km/h,262.307465,
260,2011/12/27,03:01:42.400,35.755822,N,139.961080,E,3.464 km/h,292.569885,
261,2011/12/27,03:01:42.600,35.755822,N,139.961078,E,3.963 km/h,291.884583,
262,2011/12/27,03:01:42.800,35.755823,N,139.961076,E,4.570 km/h,294.362183,
263,2011/12/27,03:01:43.000,35.755824,N,139.961074,E,4.908 km/h,297.430450,
264,2011/12/27,03:01:43.200,35.755826,N,139.961072,E,3.962 km/h,298.012634,
265,2011/12/27,03:01:43.400,35.755828,N,139.961070,E,3.396 km/h,299.972443,
266,2011/12/27,03:01:43.600,35.755829,N,139.961069,E,3.793 km/h,302.522247,
267,2011/12/27,03:01:43.800,35.755830,N,139.961067,E,2.868 km/h,355.329132,
268,2011/12/27,03:01:45.400,35.755836,N,139.961067,E,1.104 km/h,92.304306,
269,2011/12/27,03:01:45.600,35.755838,N,139.961066,E,1.075 km/h,88.050049,
270,2011/12/27,03:01:45.800,35.755839,N,139.961065,E,1.016 km/h,85.343422,
271,2011/12/27,03:02:12.800,35.755824,N,139.961070,E,1.072 km/h,0.848902,
272,2011/12/27,03:02:30.400,35.755823,N,139.961071,E,1.062 km/h,149.057587,
273,2011/12/27,03:02:30.600,35.755823,N,139.961071,E,1.914 km/h,146.187607,
274,2011/12/27,03:02:30.800,35.755822,N,139.961072,E,1.208 km/h,157.822647,
275,2011/12/27,03:02:31.000,35.755821,N,139.961073,E,1.687 km/h,137.377182,
276,2011/12/27,03:02:31.200,35.755821,N,139.961073,E,3.554 km/h,130.404160,
277,2011/12/27,03:02:31.400,35.755820,N,139.961075,E,3.490 km/h,125.501480,
278,2011/12/27,03:02:31.600,35.755819,N,139.961077,E,3.855 km/h,124.281181,
279,2011/12/27,03:02:31.800,35.755817,N,139.961079,E,5.308 km/h,126.438698,
280,2011/12/27,03:02:32.000,35.755815,N,139.961080,E,6.189 km/h,127.505875,
281,2011/12/27,03:02:32.200,35.755813,N,139.961083,E,7.338 km/h,129.516205,
282,2011/12/27,03:02:32.400,35.755810,N,139.961085,E,6.464 km/h,133.179214,
283,2011/12/27,03:02:32.600,35.755807,N,139.961086,E,8.550 km/h,135.561508,
284,2011/12/27,03:02:32.800,35.755803,N,139.961088,E,6.652 km/h,137.012360,
285,2011/12/27,03:02:33.000,35.755800,N,139.961091,E,7.577 km/h,140.559784,
286,2011/12/27,03:02:33.200,35.755796,N,139.961091,E,10.011 km/h,144.487946,
287,2011/12/27,03:02:33.400,35.755790,N,139.961089,E,11.561 km/h,148.726013,
288,2011/12/27,03:02:33.600,35.755783,N,139.961086,E,12.727 km/h,153.190292,
289,2011/12/27,03:02:33.800,35.755776,N,139.961083,E,13.655 km/h,158.359894,
290,2011/12/27,03:02:34.000,35.755770,N,139.961079,E,13.946 km/h,163.208893,
291,2011/12/27,03:02:34.200,35.755764,N,139.961074,E,13.970 km/h,168.279694,
292,2011/12/27,03:02:34.400,35.755759,N,139.961069,E,15.762 km/h,227.516022,
293,2011/12/27,03:02:34.600,35.755753,N,139.961062,E,16.184 km/h,233.066254,
294,2011/12/27,03:02:34.800,35.755748,N,139.961054,E,15.756 km/h,232.488220,
295,2011/12/27,03:02:35.000,35.755744,N,139.961047,E,15.773 km/h,231.902313,
296,2011/12/27,03:02:35.200,35.755738,N,139.961039,E,15.955 km/h,231.281464,
297,2011/12/27,03:02:35.400,35.755733,N,139.961032,E,16.318 km/h,234.744659,
298,2011/12/27,03:02:35.600,35.755729,N,139.961024,E,17.456 km/h,236.597580,
299,2011/12/27,03:02:35.800,35.755724,N,139.961015,E,17.043 km/h,236.410233,
300,2011/12/27,03:02:36.000,35.755719,N,139.961006,E,16.202 km/h,238.201233,
301,2011/12/27,03:02:36.200,35.755715,N,139.960997,E,16.795 km/h,239.485641,
302,2011/12/27,03:02:36.400,35.755711,N,139.960988,E,18.332 km/h,241.003113,
303,2011/12/27,03:02:36.600,35.755706,N,139.960978,E,19.796 km/h,242.316299,
304,2011/12/27,03:02:36.800,35.755702,N,139.960968,E,19.596 km/h,242.163391,
305,2011/12/27,03:02:37.000,35.755697,N,139.960957,E,19.603 km/h,242.080475,
306,2011/12/27,03:02:37.200,35.755692,N,139.960947,E,19.530 km/h,243.297577,
307,2011/12/27,03:02:37.400,35.755688,N,139.960936,E,19.651 km/h,243.716522,
308,2011/12/27,03:02:37.600,35.755685,N,139.960924,E,18.646 km/h,242.824646,
309,2011/12/27,03:02:37.800,35.755681,N,139.960914,E,19.133 km/h,243.666428,
